label,cluster_no
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,0
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,1
lentil,4
lentil,4
lentil,1
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,7
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,1
lentil,1
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,4
mango,4
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,4
mango,7
mango,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,4
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,4
orange,4
orange,2
orange,2
orange,2
orange,2
papaya,5
papaya,4
papaya,4
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,4
papaya,5
papaya,4
papaya,5
papaya,5
papaya,4
papaya,4
papaya,5
papaya,4
papaya,4
papaya,4
papaya,4
papaya,5
papaya,4
papaya,5
papaya,5
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,5
papaya,4
papaya,2
papaya,4
papaya,5
papaya,5
papaya,4
papaya,5
papaya,5
papaya,5
papaya,4
papaya,4
papaya,5
papaya,4
papaya,4
papaya,5
papaya,5
papaya,4
papaya,5
papaya,5
papaya,5
papaya,4
papaya,5
papaya,0
papaya,4
papaya,4
papaya,5
papaya,5
papaya,2
papaya,4
papaya,5
papaya,0
papaya,0
papaya,4
papaya,4
papaya,4
papaya,0
papaya,5
papaya,0
papaya,5
papaya,5
papaya,4
papaya,5
papaya,5
papaya,4
papaya,5
papaya,5
papaya,0
papaya,4
papaya,4
papaya,5
papaya,5
papaya,5
papaya,5
papaya,4
papaya,5
papaya,4
papaya,4
papaya,0
papaya,5
papaya,4
papaya,5
papaya,4
papaya,4
papaya,4
papaya,5
papaya,5
papaya,5
coconut,5
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
jute,0
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
coffee,5
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,5
coffee,0
coffee,0
coffee,5
coffee,0
coffee,5
coffee,5
coffee,0
coffee,5
coffee,0
coffee,5
coffee,5
coffee,5
coffee,0
coffee,5
coffee,5
coffee,5
coffee,0
coffee,0
coffee,5
coffee,5
coffee,5
coffee,5
coffee,0
coffee,5
coffee,0
coffee,0
coffee,0
coffee,5
coffee,0
coffee,5
coffee,0
coffee,0
coffee,5
coffee,0
coffee,5
coffee,5
coffee,0
coffee,5
coffee,5
coffee,5
coffee,0
coffee,0
coffee,5
coffee,0
coffee,5
coffee,0
coffee,0
coffee,5
coffee,5
coffee,5
coffee,0
coffee,5
coffee,5
coffee,5
coffee,5
coffee,0
coffee,5
